Input Sample,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Pearson Correlation,RMSE
Sample_BkSQ.96_002.fq,0,0,0.01043279780551821,0.057926707941079056,0,0.08757103811710726,0,0.021246802849812275,0,0,0.011869522332656323,0.012385242670579487,0.024180414863903734,0.5440947585351509,0.005105573669439898,0.047523167901560595,0.006756429475347675,0,0.01783549628342505,0,0.037546702807654486,0.11552534474676511,0,0.2265844162985844,1.0620688215645284
Sample_BkSQ.97_004.fq,0.010718053015534941,0,0.007459491515352832,0.02198430101888691,0,0.14676589043937346,0.02351937611948963,0.004541566209940467,0,0,0.0034308384779200693,0.007741798681761279,0,0.44342023011051196,0.0010057093558105776,0.05323333300798017,0,0.022193793266678804,0,0.0380842755101411,0.047047175711666174,0.1688541675589517,0,0.24835823244787594,1.0331968297183232
Sample_BkSQ.98_005.fq,0.0023317983709433975,0,0,0.016037087301258444,0,0.1109107109561082,0.018268929267612206,0.012599144083052108,0,0,0.06231042231792516,0,0,0.25530811629184313,0.002871865363009176,0.01703150882668251,0,0,0,0.06316123300702632,0.02556758803772344,0.4136015961768159,0,0.3861480670326273,0.9738303013461928
Sample_BkSQ.99_006.fq,0.005930001528864778,0,0,0.03288554004298055,0,0.08721849284829146,0,0,0.0013448970783065573,0,0.04275482491638314,0,0,0.567834849257989,0.007316568160370479,0.06781976353262203,0,0.006060892255041338,0,0.03395153202829633,0.03031884098864092,0.11656379736221349,0,0.21517520987175734,1.0814545872414938
Sample_BkSQ.101_007.fq,0.006092577667761442,0,0,0.003294575522609337,0,0.10402833464774967,0.014684926770758411,0,0,0,0.034114444243986346,0,0.08621567152550057,0.514704042139763,0.006192585633622751,0,0.003688759841058343,0,0,0.002545010335238701,0.01736115100487082,0.2070779206670806,0,0.31702147376853257,1.0158015485333949
Sample_BkSQ.102_012.fq,0.009629492624399215,0,0,0.029577992962017668,0,0.13581708692923433,0.01957814275321624,0,0,0,0.037938750797845075,0,0.007776439068730081,0.4867218457312602,0,0.1028030159122538,0,0.03690130733331266,0,0.0563503763907028,0.030517403333982653,0.046388146163045374,0,0.19249885643488357,1.064866314005873
Sample_BkSQ.103_002.fq,0.006516161416384389,0,0,0,0,0.06830293975095948,0.027210270794637885,0.018320031907249595,0,0,0.03956420344213215,0,0,0.09123834944771007,0,0,0,0.015016716152827623,0,0.021805746016579076,0.06784623753776688,0.644179343533753,0,0.5894379248217422,0.8687529190975051
Sample_BkSQ.104_004.fq,0.013011453185356063,0,0,0,0,0.1773291350899376,0,0.015327045423903785,0,0,0,0.04772557105861715,0.04911500207204804,0.2520583987288994,0.14679280602154823,0.06067624075848002,0.002483480542604994,0.04204398987362075,0.05013720927415577,0,0.03674916961262754,0.10655049835820071,0,0.3627392889995697,0.9445045252049507
Sample_BkSQ.187_002.fq,0,0.005931713160113172,0,0.007804328915958057,0,0.08181388737183237,0,0.0018377072199401595,0,0,0.002448121665617844,0.010474642296767533,0.016037732605988144,0.32768701163040154,0.016794903439654955,0.08026501162035088,0.032941894056570414,0.014216903900435994,0.01645723763462401,0,0.1565275007806389,0.22876140370110604,0,0.38063837271240364,0.9531206179212581
Sample_BkSQ.111_012.fq,0.015596973539381281,0,0,0,0,0.20116302406794911,0.03715592856562963,0,0,0,0.01033911225311451,0.03797188153463166,0.0946222643443064,0.24924791708884883,0.09463691750817727,0.029377286435093807,0.008597521428416645,0,0,0,0.08231792077804759,0.13897325245640332,0,0.3334746694330609,0.9582318341742931
Sample_BkSQ.115_006.fq,0.0084638060890351,0,0,0.059411046423904386,0.01434555093922255,0.15857364302338048,0,0,0,0,0,0.04684239155237255,0.08451332392450318,0.24714368232996853,0.05600003467075598,0.031434839763396144,0.006360755343237525,0,0.05092016264918263,0,0,0.23599076329104096,0,0.19741019304251323,1.0418698070488028
Sample_BkSQ.117_005.fq,0.005023922511681974,0,0.0012701462177216072,0.02439298065859889,0,0,0.19477527585264093,0,0,0,0.019994140894750136,0.11557075787978117,0.2736343461620584,0.04160470325013971,0.13342759416508598,0,0,0.048337715462813576,0.036541475316424134,0,0.10542694162830353,0,0,0.3234567982833851,0.9637275918311589
Sample_BkSQ.118_007.fq,0.006855036183139633,0,0.003779923358574318,0,0,0.17231719641212886,0,0,0,0,0.006040373777971305,0.017918961454294162,0.09215919604107711,0.4852520445140258,0.0002,0,0,0.01428937220062332,0,0.08771087876913726,0.033093855943320365,0.08037028736701318,0,0.24659660474283543,1.034070827282313
Sample_BkSQ.119_012.fq,0.005501902635396515,0,0,0.0034712858475741044,0,0.13983058991988945,0,0.0001,0,0,0,0.030397960366567393,0.14868756734217572,0.5264285888213118,0,0,0.06019190084514726,0,0,0,0.005242751574385576,0.0801120548280695,0,0.28478193963047777,1.0223042773060802
Sample_BkSQ.120_002.fq,0,0.024796827368563226,0,0.028310797963411172,0.024712908945260723,0.10911757968795231,0,0,0,0,0.03677584635022813,0,0.0035142027116702368,0.30899167058894433,0.001,0.19570529984916069,0,0.05969744810512221,0,0.02408577510074652,0.09462118265125065,0.08869631301039325,0,0.19996119773481907,1.0333058696299993
Sample_BkSQ.124_006.fq,0.0006,0,0,0,0,0.1277003636434758,0.016959546647294384,0.003092081030209644,0,0,0.04320773425516799,0,0.03391585815203654,0.17282038119360146,0.016923415285492918,0.03324760744972405,0,0.00496073290826373,0,0.075869306103293,0.04172096301012132,0.429017954654877,0,0.4253965854980955,0.9460059262005872
Sample_BkSQ.127_002.fq,0.00866206367221559,0,0,0,0.030451180833567886,0.08394793676228805,0.03405893313572615,0,0,0,0,0,0,0,0.003990973545484631,0,0,0.021450207892552156,0,0.04551456310210486,0.023696943374688077,0.7482271976813726,0,0.5981557224190186,0.900504079211904
Sample_BkSQ.128_004.fq,0.008611923478939196,0,0.00826412766811187,0,0,0.20744243076444907,0.00299467664967372,0,0,0,0.057824649028218295,0,0.057314958647234335,0.48391445469532174,0.028949489818729076,0.04681980734652785,0.021167202242728604,0,0,0.03545979171065606,0.007482120851007532,0.03375436709840273,0,0.30097321636380076,0.9946839037919489
Sample_BkSQ.189_005.fq,0.07273029580503258,0,0,0,0,0.1792791790269108,0.025729883532520398,0,0.015992187525262658,0.006572358208814739,0,0.11085942494463748,0.004240389549375096,0.02124352897766985,0,0.0004,0,0.07381937726059704,0,0.07359154492835615,0.41235110966273963,0.003181313539185825,0,0.3949273380216275,0.9285780685029426
Sample_BkSQ.133_004.fq,0.00655165605266775,0,0.005453032108919541,0.02918657573762161,0,0.19579572888811855,0,0,0,0,0.015609956981845748,0.030456379039787596,0,0.48890714688890546,0,0.05639512226644115,0,0.007076288208626632,0.003815228884475247,0,0.036377934854493685,0.1243417362615513,0,0.19551909475360266,1.0670851471426017
Sample_BkSQ.134_005.fq,0.02153901873503217,0,0.0035697486234952135,0.010461744405808781,0,0.05505186336799752,0.0047178212481695835,0.05436113033236731,0.05757082363088424,0,0.040827519767842546,0.04313169879045521,0.07877072630236466,0.06708057862196448,0.001720912126730349,0,0.009459221957655072,0.0002,0.035898314457568345,0,0,0.5156205211674949,0,0.27022394395491484,1.0815561177611142
Sample_BkSQ.135_012.fq,0,0,0,0,0.02757672151059398,0,0,0.007146537987317402,0,0.016259598117886766,0,0.001372504950589713,0.20728306425684712,0.02515377071416739,0,0,0,0.0007,0,0.17128908417391503,0.09773992857796171,0.44547008744539385,0,0.5467527831360713,0.8726490054791594
Sample_BkSQ.138_005.fq,0,0,0,0,0,0.2318567560386671,0,0.013403328444909095,0,0,0,0.02397658775733697,0.1885999530623298,0,0.0828410486308872,0,0.0014308122627797674,0.07403170448370586,0.04635556030568203,0,0.06788842447852367,0.26961582453517846,0,0.28334216444626925,1.0012495717625136
Sample_BkSQ.139_007.fq,0.0024479350253700277,0,0.004884751918576925,0,0,0.101688962396299,0.01326180412229719,0.0015813180046342393,0,0,0.04435413479968006,0,0,0.3187250984709502,0.0025629692013836723,0,0,0,0,0.018587550259883148,0.03581580104622519,0.45608967475470036,0,0.4653596121500208,0.9345096519272081
Sample_BkSQ.141_007.fq,0,0.030849139702359762,0,0,0,0.14641597241845183,0.012108548304167277,0,0,0,0.015141269339775817,0,0.04905287521619338,0.5507790814632381,0,0.012727856944913,0.005062316395429469,0.07376382177332712,0,0.0009,0.0505024232885429,0.05267295250489854,0,0.26633501717445823,1.0311945617492901
Sample_BkSQ.143_002.fq,0.01078388073601012,0,0.009133755113979023,0.018214485744803412,0,0.13972158994840983,0.02388268678206545,0.007553309135890178,0,0,0.014092784250013507,0,0.04276356331962131,0.4792811531540327,0.006714095372319387,0.04140556082469192,0.005156620840436916,0.0011274901467696358,0.010049669833991973,0,0.0404366085207628,0.14968274627620173,0,0.2571308450905648,1.0317331497677098
Sample_BkSQ.144_004.fq,0.008438684175747153,0,0.0077504428759142575,0.04530264246210299,0,0.15434251617162187,0.01980698076122253,0,0,0,0.0636333708469873,0,0.10909167656531256,0.19669179436593537,0,0,0,0.03517433606621024,0,0.0303812726053984,0.023595429998387173,0.3057908531051601,0,0.39233763112452785,0.9414673267280929
Sample_BkSQ.146_006.fq,0.01050510985820371,0,0,0.04406274735621423,0,0.14378829618836025,0.021980155971643964,0,0,0,0.0385226636363909,0,0.02758902624713724,0.3805616287863062,0.016037314047513292,0.049587318884211896,0.00332566011549178,0.01965787203496524,0,0.015168804561170306,0.06215919759827692,0.1670542047141141,0,0.23486932328161123,1.0275347602061542
Sample_BkSQ.147_007.fq,0.017954212569661288,0,0,0,0,0.18225164784170664,0.02365010587359062,0,0,0,0.033024958296163795,0,0.016593953865514696,0.41549016786544224,0.016453422843896604,0.03380577982529739,0.0009,0.013672703563407041,0,0.02522674820394527,0.06503952762565242,0.15589006119749527,0,0.30626896376799756,0.9900796914262315
Sample_BkSQ.148_012.fq,0.008177217210822568,0,0,0.01316231333793646,0,0.1614212453491241,0,0,0,0,0.057268586156331534,0.0010715610289853442,0.019749864009577966,0.3388492486737312,0.0044918032331426215,0.06863412073639798,0.0001,0.006675681286769821,0,0.07799061219507801,0.002387562551469708,0.23997573198181638,0,0.2743189674362371,1.0152067364903965
Sample_BkSQ.190_006.fq,0,0,0,0,0,0.018073920134608255,0,0.006383264064629368,0,0,0,0.013937736681600657,0,0.05112564480836538,0.002291411534163146,0,0,0.013339188586304281,0,0.33758605904117767,0.3562362899076632,0.20102648524148806,0,0.4309294875591607,0.9458940662358006
Sample_BkSQ.149_002.fq,0.007242646555231508,0,0.008552013912515276,0,0.010660013834672273,0.12126554673518322,0.022661800697730675,0.0005,0,0,0.060188749620264576,0,0,0.12157749950587711,0.01421821361225756,0.03811258802871564,0.002410889701205104,0.011056226057121192,0,0.010452452997860868,0.07715998565809036,0.4939769865739933,0,0.5571285170362928,0.8519749430709699
Sample_BkSQ.150_004.fq,0.0005,0,0,0,0.005665278393489077,0.0005,0.005691484357819741,0,0,0,0.021156314035398402,0,0,0.19429689714996437,0,0.03007783308957435,0,0.008699639313131563,0.005556365822907042,0,0.04435056670653027,0.6835290243910648,0,0.6633189062842386,0.816434307791305
Sample_BkSQ.151_005.fq,0.02261752081677625,0,0,0.008623832342947968,0.03303085236617673,0.026099898200405727,0.04591070664789047,0,0,0,0.020564557022923008,0,0.08961836642025363,0.13802950144638126,0.10382621946025639,0,0,0.055193051445619375,0,0.11125191911414278,0.1017681087754341,0.24346546594079235,0,0.3798535380134379,0.9453778432513062
Sample_BkSQ.154_012.fq,0.001220469216377752,0,0.0060150206134914515,0.013944696591346409,0,0.19388117278823847,0.0031793731471767357,0.0023062296952941308,0,0,0.026304328603502375,0.008000376973475276,0.030014287665063057,0.3267581170588591,0,0.001818999981581266,0,0.04488974085682547,0,0,0,0.34166718680876845,0,0.379950045445737,0.9657890353152327
Sample_BkSQ.155_004.fq,0.007947648598418983,0,0.007004802180867223,0,0.0016160310526699313,0.19609216656907652,0,0,0,0,0.05142456838503676,0.014870857927904615,0.061274969676579895,0.3740035559395651,0,0.08305791112131748,0,0.06790267877425532,0,0.02298687345285504,0,0.11181793632145322,0,0.2034656463747943,1.0377315332927866
Sample_BkSQ.156_005.fq,0.011314482753172225,0,0.008936298985404934,0.017678887003279097,0,0.1588985785097008,0.02363471364450381,0,0,0,0.034402892554391926,0,0.008781479204018812,0.45996837461306295,0.002522922627240864,0.07553111163552675,0.0025336943579157027,0.005651005863018564,0,0.05321805913385929,0.03962348456331276,0.09730401455159156,0,0.22089236396495818,1.0434289915671802
Sample_BkSQ.157_012.fq,0.013635174660333418,0,0,0,0,0.06824726093980796,0.020182853342163076,0.018649847322050224,0.020875860931090142,0,0.04138788603525494,0,0.14876288376145644,0.38622380969787223,0.0027589095978370376,0.033521904987386004,0.007261734579284648,0,0,0.027091261663792297,0,0.21140061248167158,0.01,0.16228829727996186,1.0884369212255527
Sample_BkSQ.161_002.fq,0.01666706324937315,0,0.011807487738383988,0,0,0.25584251710890754,0,0.0771782479619529,0.06709837945551632,0.07190593275178192,0,0.014143319216563335,0.1536090374101488,0.054891690582318166,0,0,0.005342499656746976,0.041404375935528474,0,0.0812260651933046,0,0.1488833837394738,0.26,0.040821730901272175,1.0897472271778694
Sample_BkSQ.166_012.fq,0.009956149782312115,0,0,0,0.009753088060654832,0.13181962344444645,0.026930610401431812,0.0029535721346919913,0,0,0.06394530400698599,0,0,0.11985045383216252,0.0287928176499652,0.014991303252222563,0,0.029132548771887118,0,0.010954367277510469,0.0729220532604039,0.477998108125325,0,0.5531921465820978,0.8515093071892589
Sample_BkSQ.174_012.fq,0,0,0,0,0,0.04161295060115453,0,0,0,0,0.0011840412098090202,0.01036272572499938,0,0.14009916871326705,0,0.016033613916601238,0.03525543962201918,0.03509913397019488,0,0.05990617414821612,0.27416807643541263,0.38627867565832597,0,0.5608208523352894,0.8421148627266811
Sample_BkSQ.175_002.fq,0,0,0.008587791589275586,0,0,0.18605034091870873,0.02218043208438945,0,0,0,0.0012572064728347198,0.017782971336233994,0.1448762635182196,0.06844275160162781,0,0,0.03615750878279391,0.3729684107915001,0.03184259358040922,0,0,0.10985372932400697,0,0.36852940851470956,0.9451482893473588
Sample_BkSQ.177_005.fq,0,0,0,0.012383544618219815,0,0.11616284940029159,0.021416106580682843,0,0,0,0.04161468719358307,0,0.06814473620679459,0.3975271682677973,0,0.029648609005283332,0.001,0.024294938525605728,0,0.06803306595947008,0.09375274655276696,0.12605951284230651,0,0.2718214837574181,1.0085995690530845
Sample_BkSQ.178_006.fq,0.005288883809451889,0,0,0.02824202886514763,0,0.13583742863789913,0,0,0,0,0.039457374824892796,0,0.04656306893371156,0.5003035953037395,0.03777063188842999,0.09947482883374763,0.007471544462404055,0,0,0.017636333643447816,0.01889894965949696,0.06305533113763105,0,0.22245956063539046,1.0526950214551676
Sample_BkSQ.182_004.fq,0.005890296825184166,0,0,0.0012438968135931895,0,0.19451946213000804,0,0,0,0,0.015043559420222107,0.03795731213018993,0.03116858079728038,0.3654323818977626,0,0,0,0.04344077243315659,0,0.02883991312419527,0,0.27646382442840783,0,0.21153338855453574,1.0619318394576414
Sample_BkSQ.185_007.fq,0.005379923919141862,0,0.0001,0,0,0.16807567860482864,0.01837192459842088,0,0,0,0.05082207822471042,0,0.013837443093350967,0.3747597646838201,0.007687284555802852,0.012987454855500201,0.0020758591197450904,0.013279889195495718,0,0.053894156958455744,0.05419626498356947,0.2245019613675727,0,0.3441374954375782,0.9722405967239706
Sample_BkSQ.193_002.fq,0.007721933872860674,0,0,0.019970637712086774,0,0.11402620188842659,0,0.01594920942182149,0,0,0.010948635555244243,0.010165675485768452,0,0.42020236950636447,0.0031326332865003587,0.0586699874795329,0.006582288632791415,0,0,0.013290429350299386,0.09339400971804569,0.2259459880902575,0,0.25971383603799314,1.0373652908785398
Sample_BkSQ.196_006.fq,0.014753347800450733,0,0,0,0,0.11254483161811143,0.0054560655174882644,0.0219677751829149,0,0,0.010763543332738842,0.0002,0,0.37112822817014385,0.03916230829683538,0.035895007224526355,0.00962207576619172,0,0,0,0.13548337807852742,0.24302433845168003,0,0.3932577757489198,0.9478895960699733
Sample_BkSQ.199_002.fq,0.07453526887791793,0,0,0,0,0.13067054171325904,0,0.014799839378107058,0,0,0,0.04308781678438122,0.0018633961685220193,0.01814750571659555,0.0009,0,0,0.03444338661570743,0,0.12784709983116943,0.05884432440617011,0.49488968491939567,0,0.4477413050608549,0.9409026297790766
Sample_BkSQ.207_005.fq,0,0.013941958496147983,0.004248197013548975,0,0,0.13355238420254392,0.014183211113153099,0.0005,0,0,0.016566429371258365,0.010159316477250607,0,0.4344348889389381,0.01426632137188727,0.04523080419473126,0.00730948520986537,0,0.01811404951420346,0,0.0423353462148449,0.24513703030530473,0,0.3373218483543943,0.9901232383152585
Sample_BkSQ.21_012.fq,0.008873837777356381,0,0.00816711213120788,0,0,0.11815889994180431,0.024271016686193855,0,0,0,0.02494700191907562,0,0,0.30561887388235115,0.0018360393711118715,0.01511202523720487,0,0.016001991783775257,0,0.025836075482877485,0.03868200510187199,0.41249512068516925,0,0.4540295183221986,0.9283855732863756
Sample_BkSQ.211_001.fq,0,0,0,0,0,0.14936974337786882,0.023763781301673555,0.006148379191794889,0,0,0.01282338577069464,0.0045375305710244574,0.08547476133276055,0.17417842439070386,0.02992262588029177,0.028600445086881986,0.019593689398567385,0.00477312184104269,0,0.018818237080696226,0.15911385161254635,0.28288202316345273,0,0.5260213167979785,0.8526464550157039
Sample_BkSQ.217_012.fq,0.005419847532134043,0,0.0014694656948422108,0,0,0.17007300871849293,0.017007341593158955,0,0,0,0.018166149655631885,0.003972435072104686,0.03064062268257836,0.2601640921177069,0,0,0,0.06505775353264669,0,0.009862152525143957,0.05480358204769498,0.36336354882786437,0,0.43283035753674265,0.9286423227990929
Sample_BkSQ.221_006.fq,0.005292052076383218,0,0,0.0161514651922349,0,0.11492068789778791,0.020745811990590463,0.005931148449373226,0,0,0.05281237297822501,0,0.007847611783994776,0.4001740757862268,0.0025545856324099294,0.007072872687821174,0,0.01881221580938802,0,0.0906272856102179,0.08149569091371547,0.17556212319163128,0,0.2737093852988349,1.0130411981860832
Sample_BkSQ.106_005.fq,0.007852537505673109,0,0.002642378604294573,0,0,0.07538949475845526,0,0.020491825486617765,0,0.04926248484056968,0,0,0,0,0.019976159370934294,0,0,0.08140429899894464,0,0,0.02522623785993539,0.7177545825745753,0,0.5149053532610657,0.9734584174516969
Sample_BkSQ.107_006.fq,0,0,0.006264925595101792,0.013803434634202003,0,0.16643975785057874,0.011367131686554207,0,0,0,0.0666766443920295,0,0.018507894146785088,0.3317517387645105,0,0.0200497891977488,0.0006,0.03396383034802992,0,0.02105509510802215,0.032284225350979655,0.2772655414594161,0,0.29138518341856534,1.007910021236588
Sample_BkSQ.109_012.fq,0.030925519110260133,0,0,0.01324213200310575,0.006901168605472452,0.09593394206603516,0.02051293681350818,0,0,0,0.04680724721523478,0,0,0.389275698024105,0.00553108170656893,0.0465981609181606,0.006117761023252406,0,0,0.06943097382788957,0.03776329935786664,0.23096007932854046,0,0.3673234813261706,0.9623057221750342
Sample_BkSQ.203_007.fq,0.006538629706308403,0,0,0,0,0.14530702324414713,0.021055551527579527,0.012821706052988054,0,0,0.019998164040122106,0,0,0.3413319368709937,0.033748638493527425,0.03429054526987958,0.004211850845470509,0,0,0.00919574401381888,0.0673171120926227,0.30418309784254194,0,0.3612115060282954,0.9732099109360988
